name	offset	segment
nib_height	0x0006b75a	1
nib_off	0x0006b750	1
nib_seg	0x0006b754	1
nib_width	0x0006b758	1
nib_xlate_table	0x0006b764	1
nitestan	0x0006ea94	1
noGraph	0x000689b8	1
noop_	0x0003e2b0	1
not_a_spell_	0x0003aa74	1
nothing_there_	0x00029f80	1
novideo	0x000689b0	1
npc_barter_	0x000295a0	1
npc_barter_find_	0x0002a8b4	1
npc_barter_give_	0x0002a944	1
npc_barter_give_id_	0x0002aaa4	1
npc_inv_add_	0x0002a750	1
npc_inv_create_	0x0002abbc	1
npc_inv_delete_	0x0002abec	1
npc_likes_dislikes_	0x0002ac34	1
npc_say_	0x0002d61c	1
npc_slot_hit_abs_	0x00029488	1
nwin	0x0006c0c4	1
oCswap_	0x00015c80	1
obj_coll_check_	0x00015838	1
obj_deal_	0x000181d8	1
obj_dist	0x00076906	1
obj_spells_	0x00049904	1
object_base	0x00076268	1
object_list	0x000768a8	1
octant_	0x0004f124	1
odd_color	0x00077d61	1
old_color	0x00077d66	1
old_divide_overflow_handler	0x00076464	1
old_view	0x00076dc6	1
open_	0x0005eb7e	1
open_arc_	0x00023eec	1
ordered_ylr	0x000777de	1
ordered_ylrii	0x00076f64	1
ordered_ylrpp	0x00077e24	1
our_open_	0x0004f708	1
out3d_	0x000388e4	1
outers	0x00051f75	1
outers1	0x00051f41	1
output_ptr	0x00097520	1
overflow	0x000768ee	1
overflow_count	0x00097556	1
overflow_handler	0x00053908	1
overflow_handler_mem	0x00054afe	1
overflow_handler_reg	0x00054ad9	1
overflow_handler_special_bp	0x00054b0a	1
overflow_ptr	0x00076254	1
p_vram	0x00077d68	1
pack_vertices	0x0005c7f5	1
palette_fade_	0x000320b0	1
palette_flag	0x00077d5e	1
panel_check_	0x0004bd94	1
panel_check_hpmp_	0x0002100c	1
parse_aspells_	0x000434b4	1
parse_cpg	0x00051bd2	1
parse_effect_	0x0001eed4	1
parse_player_terr_	0x00009768	1
parse_playin_	0x0001e4a4	1
parse_spells_	0x00043550	1
parse_start_input_	0x0004510c	1
parse_start_mouse_	0x00044f28	1
pass_time_	0x00032cb0	1
pclip	0x00099f74	1
perror	0x0006874c	1
pfatal_	0x000381f0	1
pfatal_code_	0x00038148	1
pfill	0x00077de6	1
phys_affect_player_	0x0000a660	1
phys_bounce_up_	0x0000ac64	1
pic_to_fbuf_	0x0000b13c	1
pic_to_screen_	0x0000b0f0	1
pick_3d_	0x00013200	1
pick_fightmode_	0x00013e64	1
pick_inv_	0x0003b274	1
pick_mode	0x0006c096	1
pick_scroll_	0x000421b8	1
pickloc_	0x000107f0	1
pickopt_	0x0002bc40	1
pickup	0x0006c166	1
pillar1	0x00071e38	1
pix_xfer_rtn	0x0006b740	1
pix_xfer_tab	0x0006b744	1
pixel	0x0005d5da	1
pixel_ratio	0x00076258	1
place_3d_view_	0x0001a0e4	1
place_bridge_	0x0004ee04	1
place_browse_	0x0002adb8	1
place_new_	0x00021a0c	1
place_object_	0x00028620	1
place_pitfighter_	0x00028014	1
play_barter_	0x000293e8	1
play_effect_	0x0000e404	1
play_effect_here_	0x0000e55c	1
play_effect_on_mobile_	0x0000e610	1
play_effect_on_mobile_src_	0x0000e698	1
play_instrument_	0x0000ef6c	1
play_music_	0x0000e228	1
play_respond_	0x0002d66c	1
play_say_	0x0002d6ac	1
play_slot_hit_abs_	0x00029430	1
play_with_switches_	0x000356e0	1
player	0x000768a8	1
player_3dattack_	0x00013840	1
player_3dget_	0x000133ec	1
player_3dlook_	0x000136ac	1
player_3dtalk_	0x00013694	1
player_3duse_	0x000137cc	1
player_affected_by_	0x00043280	1
player_attack_	0x00011cf4	1
player_barter_give_	0x0002a848	1
player_barter_items_	0x0002a6f8	1
player_cast_	0x0003acc0	1
player_compute_	0x00046a0c	1
player_did_bad_	0x000339bc	1
player_eat_	0x00047a14	1
player_fire_	0x00014044	1
player_get_exp_	0x00020ec4	1
player_grabbed_	0x0002f8e4	1
player_is_dead_	0x00048008	1
player_key_sleep_	0x000479dc	1
player_killed_a_	0x000124e4	1
player_look_grave_	0x00020e80	1
player_look_shaft_	0x00020e80	1
player_looking_	0x00037730	1
player_mous_move_	0x0001e448	1
player_newsq_	0x0000aa08	1
player_settr_	0x00013f90	1
player_setup_	0x0000a3bc	1
player_simple_move_	0x0001e7ec	1
player_sleep_	0x00047528	1
player_sqhandler_	0x0000aa34	1
player_use_skill_	0x000469ec	1
player_won_game_	0x00047a84	1
plot_pixel_	0x0005cae4	1
polycie_	0x0001bae0	1
polyflr_	0x0001ba08	1
polygon	0x0005d280	1
polygon_	0x0005cbad	1
polym	0x0006c164	1
polywal_	0x0001bbac	1
postodir_	0x0004f188	1
pots	0x00068a00	1
ppolygon	0x0007625a	1
ppterm	0x00078608	1
preload_cr_	0x00038218	1
preset_grid_	0x0001a4f4	1
pretty_panelagain_	0x00020ba4	1
prime_	0x00046af0	1
print_info_	0x0003ffec	1
print_monster_	0x0004af70	1
print_path_to_	0x0004f1a0	1
printf_	0x0005f3d8	1
prison_alarm_check_	0x00035918	1
process_area_	0x00049404	1
process_grid_	0x0001b354	1
process_objlist_	0x00015cc0	1
program_timers	0x0000ffcc	1
proportional	0x00077748	1
pterminator	0x00077cde	1
pull_chain_	0x0003ffbc	1
punt_all_digi_fx_	0x0000cda8	1
punt_fightmode_	0x00013f18	1
punt_idle_crpage_	0x00038444	1
punt_mouse_obj_	0x00047e30	1
punt_single_task_	0x00031fb8	1
punt_sound_stuff_	0x0000db38	1
punt_tasks_	0x00031fa4	1
punt_void_	0x00047e90	1
pupolygon	0x0007625e	1
push_missile_	0x00014c4c	1
putInInv_	0x0003a4d8	1
put_arc_	0x00023fc4	1
put_at_	0x0001608c	1
put_down_	0x00033004	1
put_effect_	0x000237d4	1
put_player_in_jail_	0x00036b68	1
put_ulong_	0x00023dc0	1
putch_	0x00061d1d	1
pylr_fill	0x00077d62	1
quit_do_opt_	0x0003f9c0	1
quit_group_fun_	0x0003fbb4	1
raise_up_	0x00032f00	1
rand_	0x0005f3a0	1
random_light_	0x00046870	1
range_	0x0002a6d4	1
rdisplay	0x00077d3e	1
rdisplay_data	0x000992c2	1
read_	0x0005ea8d	1
read_anmhdr_	0x000304e8	1
read_file_to_mbuf_	0x0000e290	1
read_fx_data_	0x0000ea7c	1
read_gr_far_	0x00039150	1
read_pixel_	0x0005dbab	1
read_player_data_	0x00042f94	1
read_quikpal_	0x00038654	1
read_string_	0x00021494	1
readlp_	0x00030534	1
readlpinc_	0x00030574	1
real_death_	0x00037294	1
real_start_	0x00044c20	1
realloc_	0x0005e407	1
really_slow_xfer	0x00051e74	1
recalc_vecs_	0x00018cf8	1
recharge_a_lightbulb_	0x0003573c	1
recharge_lightbulbs_	0x00035754	1
rect_class_data_	0x00045484	1
rectangle	0x0005d775	1
rectangle_	0x0005cb49	1
redeem_a_bottle_	0x000357c0	1
redeem_all_bottles_	0x000357e0	1
redraw	0x000587a4	1
rehead_	0x00019028	1
release_3d_	0x00013398	1
release_camera_	0x00044920	1
release_missile_	0x000489a8	1
release_workspace_	0x000224e4	1
reload_gr_vpic_	0x0003910c	1
reload_obj_ems_	0x00038fd8	1
rem_anim_from_list_	0x00022d4c	1
rem_anim_from_map_	0x00022d08	1
rem_timer_obj_	0x00023b6c	1
removeFromSlot_	0x0003b538	1
remove_	0x0005f395	1
remove_TK_wand_	0x0003675c	1
remove_lock_	0x00012570	1
remove_object_	0x0001260c	1
remove_opponent_	0x00033bdc	1
remove_spell_	0x000221e8	1
remove_talker_	0x00028898	1
remove_task_	0x000320a4	1
remove_whoami_	0x00033ba8	1
rename_	0x0005ea68	1
render_3d	0x00053949	1
render_FB_	0x0001a334	1
repair_item_	0x000347a0	1
replaceInInv_	0x0003a454	1
replace_string_	0x0002124c	1
report_loc_	0x00044548	1
resbuf	0x00096542	1
reset_arrow_pillars_	0x00035310	1
reset_db_	0x0001a270	1
reset_game_	0x00037170	1
reset_inf_values_eof_	0x000318cc	1
reset_scrgr_	0x0001f7a8	1
reset_times_	0x00037158	1
reset_vectors	0x0005164b	1
resetexit	0x000515a9	1
resetmouse	0x00051445	1
resetvideo	0x0005181e	1
resize_sprite_	0x0000fa38	1
resolution	0x00077d3c	1
resolution_data	0x000992c0	1
resolve_attack_	0x00010c9c	1
resptr	0x00097548	1
restoreMode	0x0005181e	1
restore_hp_	0x00048828	1
restore_mana_	0x00048764	1
restore_opt_	0x0003f9fc	1
restore_rect	0x0000fdc4	1
restore_rect_	0x0000fdc4	1
restore_sliding_panel_	0x00020cd0	1
restore_vylr	0x0005db72	1
restorekey	0x00051552	1
resume_play_opt_	0x0003f954	1
right	0x00099c38	1
right_u	0x00097b60	1
right_u_frac	0x00097b62	1
right_up	0x0009653c	1
right_v	0x00097b64	1
right_v_frac	0x00097b66	1
right_vertex	0x00097b4c	1
right_x	0x00097b5c	1
right_x_frac	0x00097b5e	1
rockbig	0x0007077c	1
rockmed	0x00070fa2	1
rocksmal	0x0007168c	1
rod_x	0x000974f8	1
rod_y	0x000974fa	1
roll_stats_	0x0002b310	1
rollem_	0x000223c4	1
rotate_bank_	0x000106a8	1
ruin_cure_potions_	0x000366d8	1
run_time_critical_things_	0x000310d4	1
run_timebased_tasks_	0x00031e78	1
s_shclip	0x0005c558	1
saveMode	0x0005181c	1
save_opt_	0x0003f9d8	1
save_player_data_	0x00042e88	1
save_rect	0x0000fd91	1
save_rect_	0x0000fd7c	1
save_vylr	0x0005db60	1
save_xv	0x00097bf2	1
sbm_critter	0x0006c066	1
sbm_inventory	0x0006c076	1
sbrk_	0x000613e5	1
scale_down	0x00051f8e	1
scale_matrix	0x000539d2	1
scale_nibble_bitmap	0x00051ca8	1
scale_up_by_2	0x00051f73	1
scrh	0x0007626c	1
scroll_clear_	0x00042b98	1
scroll_more_	0x000420d4	1
scroll_print1_	0x0002283c	1
scroll_print2_	0x000228a4	1
scroll_print3_	0x000228f8	1
scroll_print_	0x00022718	1
scroll_up_	0x0002267c	1
scroll_wait_	0x00042054	1
scroll_wrap_	0x00022aa4	1
scrw	0x00076270	1
secdoor	0x0007065a	1
select_harddrive_	0x00050b64	1
self_modify	0x0005400c	1
selopt_	0x0002b6a4	1
send_EOI	0x0000fe53	1
send_FB_	0x00020e6c	1
send_db_	0x0001a27c	1
set_PIT_divisor	0x0000ff8d	1
set_PIT_period	0x0000ffac	1
set_accept	0x0005400b	1
set_animlen_	0x0002397c	1
set_attitude_	0x000283b8	1
set_compass_	0x0001f744	1
set_creatures_from_saved_game_	0x0002f5c8	1
set_creatures_to_saved_game_	0x0002f608	1
set_critter_vars_	0x00007fb4	1
set_cur_seq_len_	0x00008128	1
set_curmagic_	0x0003f4f0	1
set_cuts_ems_	0x00030434	1
set_cyb_	0x0001a174	1
set_drugged_	0x00043154	1
set_effect_	0x0001f1fc	1
set_flask_	0x0001f67c	1
set_font_size_	0x0005cc90	1
set_graphics_level_	0x0001b2e0	1
set_gridx_and_y_based_on_tile_type_	0x0002e9cc	1
set_hitobj_	0x0001086c	1
set_htx_	0x00005f7c	1
set_inv_quality_	0x0002dea8	1
set_jmp_	0x00019f44	1
set_light_	0x00046748	1
set_loc_	0x0000554c	1
set_me_inarena_	0x00027cc8	1
set_me_loner_	0x00027cdc	1
set_mob_att_	0x0002839c	1
set_mob_seq_n_frame_	0x00028214	1
set_mouse_data_	0x0000c178	1
set_mouse_in_	0x00022514	1
set_new_music_	0x0000f2b8	1
set_next_square_on_path_	0x00005140	1
set_numbered_variable_	0x0004c6ac	1
set_osum_	0x0001de70	1
set_phys_data_	0x00017874	1
set_pix_xfer_	0x0001b2c8	1
set_pixel_	0x0000f875	1
set_player_phys_params_	0x00009f34	1
set_quest_	0x000288e0	1
set_race_attitude_	0x000283e4	1
set_random_walking_music_	0x0000f2c8	1
set_resterr_	0x000199e0	1
set_runes_	0x0002095c	1
set_screen_frame_	0x0001f9c4	1
set_sds_	0x0001ddc8	1
set_sequence_	0x00028248	1
set_skills_	0x0002b2e8	1
set_sklmnu_	0x0002b028	1
set_sound_	0x0001ee0c	1
set_targz_	0x000186b0	1
set_the_color_	0x0005dbfa	1
set_the_window	0x0005dc37	1
set_the_window_	0x0005caf7	1
set_up_target_	0x00009064	1
set_workspace_	0x000224b4	1
set_yoff_	0x0000fa5f	1
setcol_common	0x0005a176	1
setup_converse_data_	0x0002e254	1
setup_font_	0x0005cda4	1
setup_frame_buf	0x00052d0d	1
setup_icon_buttons_	0x0000b730	1
setup_to_barter_	0x00028f68	1
setup_vars_	0x0001a3e8	1
setvect24	0x00051830	1
sex_	0x00028a34	1
shadem	0x0006c15c	1
shadowed_string_to_screen	0x0005cd29	1
shadowed_string_to_screen_	0x0005cac2	1
shclip	0x0005d846	1
shelf	0x0006e54e	1
shift0	0x000026b6	1
shift1	0x000026b9	1
shift_count	0x0009752a	1
shift_factor	0x000768ec	1
shift_left_1	0x0005ce2f	1
should_i_flee_	0x000091b0	1
show	0x0005e138	1
show320_	0x0000f7cf	1
show_	0x0005cbe5	1
show_a_part_	0x00025ae0	1
show_anm_	0x00031b2c	1
show_atts_	0x0002b0e4	1
show_credits_	0x0003ec84	1
show_cutscene_	0x00031d40	1
show_gem_parts_	0x00025b1c	1
show_inst_buttons_	0x00050a44	1
show_kmode_	0x0004231c	1
show_skills_	0x0002b230	1
show_version_	0x000445b8	1
shrine	0x0006cc18	1
simple_fizix_	0x000098bc	1
sincos	0x000587b0	1
sink_sink_sink_	0x0003f428	1
skill_check_	0x00020e84	1
skup_ductosnore_	0x00034eac	1
smooth_closure	0x00054b24	1
smooth_over	0x00055469	1
smooth_span_same	0x00052e6a	1
solid_h	0x00077d61	1
solid_l	0x00077d60	1
solid_pixel	0x0005db7e	1
solid_uvline	0x0005dbe8	1
solid_ylr	0x0005db54	1
solve_compass_	0x0004f024	1
sopen_	0x0005eb9d	1
sort_obj_	0x0001db50	1
sort_setup_	0x0001da68	1
sound_move_	0x0000d610	1
sound_opt_	0x0003fa94	1
source_seg	0x00097b40	1
sp_att_	0x0004b938	1
sp_bleed_	0x00049024	1
sp_charm_	0x00048d64	1
sp_chg_end	0x000794aa	1
sp_chg_tab	0x000793aa	1
sp_confusion_	0x00048e2c	1
sp_enchant_	0x0004a658	1
sp_enchant_destroy_	0x0004a5f8	1
sp_enchant_faildestroymess_	0x0004a41c	1
sp_fear_	0x000491c8	1
sp_frost_	0x0004910c	1
sp_hdr_	0x0004b880	1
sp_hold_	0x0004937c	1
sp_hp_	0x0004b998	1
sp_inf_end	0x000793aa	1
sp_inf_tab	0x00078faa	1
sp_map_end	0x000795aa	1
sp_map_tab	0x000794aa	1
sp_meteor_	0x00048ad0	1
sp_mp_	0x0004ba08	1
sp_poison_	0x00048c70	1
sp_repel_undead_	0x00049210	1
sp_sheet_light_	0x00048a58	1
sp_shockwave_	0x00048fa0	1
sp_skill_	0x0004bac4	1
sp_smite_	0x0004909c	1
sp_study_monster_	0x0004a100	1
sp_true_sight_	0x0004aa50	1
sp_ward_undead_	0x00048bd8	1
sp_xp_	0x0004ba78	1
space_to_motion_	0x000189c8	1
space_to_pos_	0x00018608	1
spec_class_data_	0x00048470	1
special_spells_	0x00049cb8	1
speech_available_	0x0000f7a8	1
speech_over_	0x000303b4	1
spell_fire_	0x000142f8	1
spend_mana_	0x0004847c	1
sphere_check	0x0005be04	1
sphere_x	0x0007627e	1
sphere_y	0x00076280	1
spolygon	0x0005c857	1
sprintf_	0x0005f351	1
srand_	0x0005f3c8	1
stackavail_	0x000612a2	1
standing_wave_	0x0003503c	1
start_codes	0x00076450	1
start_draw	0x000587a4	1
start_gameinp_	0x0004026c	1
start_wmapbm	0x0005554c	1
stat_	0x0005e80e	1
static_to_mob_	0x00017ca8	1
stick	0x000689d0	1
stop_and_talk_	0x00034454	1
stop_digi_file_	0x0000da44	1
stop_me_	0x00018d40	1
stop_music_	0x0000e3d4	1
store_path_	0x00005038	1
store_targ_	0x00002c84	1
str_search_	0x00050318	1
strcat_	0x0005f30c	1
strchr_	0x0005f2f6	1
strcmp_	0x0005f0a0	1
strcpy_	0x0005f2c9	1
string_to_screen	0x0005ccc7	1
string_to_screen_	0x0005cab0	1
string_to_screen_dx	0x0005ccc0	1
string_width	0x0005cf16	1
string_width_	0x0005cad4	1
strlen_	0x0005f2b0	1
strncpy_	0x0005f28a	1
strnicmp_	0x00061d95	1
strpbrk_	0x000605fb	1
strrchr_	0x0005f271	1
strstr_	0x0005f1ac	1
strt_chargen_	0x0002c4a8	1
strt_converse_	0x0002ca00	1
strt_demscr_	0x0003708c	1
strt_txtscr_	0x0004c3c4	1
strupr_	0x0005f18d	1
study_monster_spells_	0x00049f80	1
stuff_class_data_	0x0004bdb0	1
subprocess_	0x0001b784	1
supolygon	0x0005c869	1
supolygon_1	0x0005c86e	1
sutpolygon	0x0005c874	1
swap_tmap_	0x00043150	1
switch_flip_hack_	0x00035658	1
switch_pic_	0x0002dedc	1
t_random	0x000517ec	1
table	0x0006e6ca	1
tag_check_	0x000260b8	1
takeFromSlot_	0x0003b550	1
take_from_npc_inv_	0x000287fc	1
talk_to_disembodied_	0x00033934	1
target_found_	0x00007968	1
target_spells_	0x00049820	1
task_palfade_	0x00032044	1
tdisplay	0x00077d42	1
tdisplay_data	0x000992c6	1
teleport_critter_	0x0002f3c0	1
teleport_player_	0x000282ac	1
teleport_talker_	0x000282e8	1
tell_	0x0005e7cc	1
temp2_ylr	0x00099780	1
temp_ylr	0x000992d0	1
term_icon_buttons_	0x0000b784	1
thump_your_magic_twanger_froggie_	0x0004b6e0	1
time	0x000689b4	1
time_	0x0005f15d	1
timetodo_	0x00009628	1
titlescr_	0x00036f08	1
tmap_pcnt	0x00082134	1
tmap_pnt0	0x000979e6	1
tmcolor	0x0006c16a	1
tmp1	0x00097532	1
tmp1b	0x00076454	1
tmpx	0x00096524	1
tmpy	0x00096526	1
tmpz	0x00096528	1
toast_animobj_	0x00022dc4	1
toggle_fightmode_	0x00013f6c	1
toggle_force_field_	0x00035804	1
toggle_object_height_	0x00033aa0	1
toggle_pillars_hack_	0x000349ec	1
tolower_	0x0005f14f	1
top	0x00099c34	1
top_up	0x0009653e	1
top_vertex	0x00097b44	1
toupper_	0x0005f141	1
trans_span_same	0x00052e8a	1
transform_creature_	0x00035bd8	1
transform_talker_	0x00028858	1
transparent_pixel_xfer	0x00051ea1	1
trap_class_data_	0x0004c3f4	1
trap_fire_	0x00014810	1
trap_init_	0x0004c3d4	1
trap_obj_del_	0x0004e754	1
trap_save_	0x0004bdb4	1
tremor_area_	0x0004b1f4	1
trigger_obj_del_	0x0004e6b8	1
true_gem_region_	0x00025230	1
try_cast_	0x0003ab54	1
try_clear_	0x0003aa80	1
try_remove_	0x000125ec	1
try_to_open_door_	0x00005df8	1
turn_fx_	0x0000e3b4	1
turn_music_	0x0000e318	1
turn_real_fine_	0x00007dc8	1
two_colors	0x00077d60	1
txtflr_	0x0001bc7c	1
txtwal_	0x0001bda8	1
tzset_	0x00061528	1
u_sub_x	0x00097570	1
ubox	0x0005d69d	1
ubox_	0x0005cb8d	1
ubox_si	0x0005d707	1
uconcave	0x0005dc69	1
uhline	0x0005d824	1
uhline_	0x0005cb27	1
uline	0x0005d298	1
uline_	0x0005cbd5	1
ultoa_	0x0005f460	1
uncmp_tab	0x00051898	1
undefineMouseRegion_	0x0000c01c	1
unforce_mouse_cursor_	0x0000c0d0	1
unhook_timer_process	0x0000ff7e	1
unlink_	0x0005e7af	1
unload_cpg	0x00051a38	1
unsolve_compass_	0x0004f24c	1
up_crit_	0x0002ea14	1
up_mob_	0x0002ecc0	1
update_all_critters_whilst_player_snoozes_	0x0002edfc	1
update_animobj_	0x00023374	1
update_big_speech_	0x00030224	1
update_cache	0x00051a1c	1
update_converse_data_	0x0002e724	1
update_digi_playback_	0x0000d79c	1
update_hack_vecs_	0x0001818c	1
update_map_scraps_	0x00025e0c	1
update_pplate_	0x0004ec14	1
update_screen_	0x0001fb2c	1
update_sprites_	0x0000fbcb	1
upixel	0x0005d5fa	1
upolygon	0x0005cf48	1
upolygon_	0x0005cbc1	1
uread_pixel_	0x0005dbcb	1
urectangle	0x0005d78c	1
urectangle_	0x0005cb59	1
useNSpellCharges_	0x0002221c	1
use_skill_	0x0004699c	1
ushadowed_string_to_screen	0x0005cd7a	1
using_punt_	0x0002192c	1
usolid_pixel	0x0005db9e	1
ustring_to_screen	0x0005cd18	1
utoa_	0x0005f4f6	1
uvline	0x0005d63f	1
uvline_	0x0005cb39	1
v4copy_ylrpp	0x0005caa3	1
v4copy_ylrpp_r	0x0005caa9	1
v_bitmap_pixel_size	0x00076474	1
v_bitmap_width_minus_1	0x00076470	1
v_log_bitmap_width	0x00076478	1
valloc_	0x0004f774	1
vbuf	0x0008917a	1
vbuf2	0x00089ada	1
vcopy	0x0005e26b	1
vcopy_	0x0005cc4a	1
vcopyfb	0x0005e250	1
vcopyfb_	0x0005cc33	1
vcount	0x00097b6a	1
vector_table	0x0007628c	1
vend_check_gold_	0x00036a60	1
vert_ptr	0x00097b6e	1
vertex	0x00099c44	1
vertex2	0x00099dd4	1
vertex_intensity	0x00097c12	1
vfree_	0x0004f780	1
vga	0x00077d36	1
vga_bitmap_to_screen	0x0005ce06	1
vga_config	0x0005db4a	1
vga_focus	0x0005db51	1
vga_smooth_ylrii	0x00052e9f	1
viewer_bank	0x000974f2	1
viewer_pitch	0x000974f0	1
viewer_x	0x000974e4	1
viewer_y	0x000974e8	1
viewer_z	0x000974ec	1
virtual_screen_	0x0002fef0	1
vline	0x0005d63a	1
vscreen_focus_	0x0002ffac	1
vsprintf_	0x0005f380	1
vsy_cont	0x00052f11	1
vsy_ylr_lp	0x00052e9f	1
wander_that_monster_	0x0002efa8	1
wandering_monster_check_	0x0002f598	1
warpMouse_	0x0000c870	1
water_set_	0x0000973c	1
wbot	0x00077d5a	1
wbot_data	0x000992bc	1
wd_bool_	0x00042254	1
wd_replace_	0x000421d0	1
wdialog_	0x00042368	1
whack_thing_	0x00033720	1
where_shall_we_hang_out_	0x0002fc3c	1
whiten_xfer	0x0006ba74	1
wleft	0x00077d4e	1
wleft_data	0x000992b0	1
wmap_bitmap	0x000556fd	1
wmap_bitmap_offset	0x0006c00c	1
wound_foe_	0x00048ed4	1
wright	0x00077d56	1
wright_data	0x000992b8	1
write_	0x0005e5c5	1
write_color	0x00076460	1
wtop	0x00077d52	1
wtop_data	0x000992b4	1
wyorn_	0x00042aa4	1
x_clock_	0x000289bc	1
x_exp_	0x0002828c	1
x_low	0x00097524	1
x_obj_pos_	0x00028db8	1
x_obj_stuff_	0x00028b30	1
x_protection_	0x0002e06c	1
x_skills_	0x00028560	1
x_traps_	0x000285e0	1
xoff	0x00077e1a	1
xor_xor_table_	0x0004f568	1
xorread_	0x0004f5b8	1
xorwrite_	0x0004f638	1
xt_spells_	0x0004b334	1
xv	0x000768f2	1
xv32	0x00097c02	1
y_coord	0x00097b68	1
y_low	0x00097526	1
yearly_checkup_	0x0002e950	1
ylrii_dither_fill	0x0006bff1	1
ylrii_span_gen	0x0006bfed	1
yoff	0x00077e1e	1
yv	0x000768f4	1
z_low	0x00097528	1
z_part_	0x0001dca4	1
zoom	0x0007627c	1
zv	0x000768f6	1
